fid,frac,n_total,mean_act,modal,top_words,bucket,cluster,dist_to_centroid,label
715,0.2,28,1.321,wishes,"['wishes', 'conferred', 'wishes', 'conferred', 'bestowed', 'shall', 'wished', 'advises', 'requesting', 'wish']",q2,0,0.39829131586643274,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
757,0.3,38,1.154,&&,"['sadly', 'sadly', '&&', 'provides', '&&', 'would', 'and', 'issue', '&&', 'proposes']",q2,8,0.4624273103205351,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
759,0.3,50,1.294,operating,"['operating', 'eden', 'operating', 'natural', 'means', 'represented', 'means', 'operating', 'node', 'logged']",q2,12,0.30321130344289554,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
773,0.4,25,1.289,coin,"['coin', 'coin', 'dollar', 'vector', 'coin', 'v', 'coin', 'byte', 'v', 'feature']",q2,12,0.3821791779540947,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
786,0.4,50,1.137,would,"['would', 'would', 'would', 'pair', 'would', 'create', 'prison', 'number', 'thereof', 'basic']",q2,2,0.3178101476393934,citation/technical-spec grab-bag
808,0.2,50,1.371,|,"['first', 'last', '|', '"").', 'lines', 'replies', '|', 'contents', '/', 'blues']",q2,6,0.38985734732630856,"noisy grab-bag, no consistent theme"
840,0.1,50,1.123,wake,"['wake', 'communities', 'don', 'name', 'association', 'many', 'quantities', 'full', 'victorian', 'associations']",q2,8,0.2996218208289777,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
865,0.3,50,1.35,very,"['very', 'somebody', 'very', 'http', ',', 'previous', 'very', 'articles', 'supplemental', 'favourite']",q2,1,0.3307608342428268,ordinal-enumeration words (Second/Third) + 'kind' idiom
870,0.1,50,1.28,what,"['what', 'version', 'promotion', 'instead', 'far', 'whether', 'their', '[', 'were', 'host']",q2,8,0.2704392252776129,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
875,0.2,50,1.399,son,"['foregoing', 'those', 'possession', 'son', 'phenomena', 'substance', 'workshops', 'son', '261', '301']",q2,5,0.34450826203951784,"software/product-requirements vocabulary (version, needs, platform, domain)"
885,0.4,50,1.416,whole,"['whole', 'which', 'whole', 'builders', 'whole', 'sorry', 'want', 'buyer', 'hate', 'whole']",q2,13,0.3750977203029601,'in whole or in part' contract-boilerplate + 'thereby' causal connective
898,0.2,50,1.366,things,"['\\', 'things', 'whose', '**', '*.', 'understands', 'parameter', 'and', 'things', 'and']",q2,5,0.3115296329864545,"software/product-requirements vocabulary (version, needs, platform, domain)"
907,0.3,35,1.222,appreciate,"['like', 'appreciate', 'appreciate', 'love', 'creators', 'love', 'appreciate', 'pleases', 'start', 'like']",q2,13,0.41982228853997533,'in whole or in part' contract-boilerplate + 'thereby' causal connective
921,0.3,50,1.434,such,"['such', 'respondent', 'such', 'adequately', 'he', 'such', 'predictor', 'they', 'pace', '10']",q2,4,0.3268338756141518,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
922,0.3,50,1.184,don,"['don', 'into', 'vs', 'in', 'into', 'in', 'in', 'me', 'don', 'don']",q2,2,0.36872672539942214,citation/technical-spec grab-bag
938,0.1,33,1.133,others,"['others', 'exchanged', 'aren', '36', '19', 'isn', '90', 'and', 'don', 'haven']",q2,8,0.4852810610510835,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
947,0.2,50,1.417,:,"['recovery', 'gears', 'chronicles', 'the', ':', 'world', 'whom', 'enough', 'in', ':']",q2,10,0.3848926717891095,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
950,0.3,50,1.304,created,"['created', 'created', 'created', '"">', 'â·', 'former', 'founded', '|', 'into', 'k']",q2,8,0.34152903624262204,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
976,0.4,33,1.177,%,"['%', 'a', '%', '%', '%', 'of', '.', 'of', 'lbs', 'next']",q2,11,0.3045212664705478,percentage/statistical-figure reporting + 'part of' geographic description
986,0.3,50,1.325,collective,"['it', 'collective', 'leaves', 'plants', 'collective', 'leaves', 'same', 'holder', 'collective', 'holder']",q2,0,0.38445259477594046,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
1001,0.4,50,1.383,use,"['use', 'use', 'use', 'regional', 'themes', 'impression', 'use', 'used', 'sorts', 'call']",q2,2,0.2938729402769853,citation/technical-spec grab-bag
1011,0.4,19,1.285,it,"['referendum', 'referendum', 'it', 'referendum', 'had', 'it', 'it', 'and', 'she', 'it']",q2,10,0.35822364469565243,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1039,0.3,23,1.228,if,"['if', "":'"", "":'"", 'if', "":'"", 'di', "",''"", 'of', 'if']",q2,9,0.4194242465279983,noisy literary/narrative grab-bag
1057,0.4,23,1.126,close,"['close', 'clothing', 'close', 'close', 'closer', 'delete', 'near', 'close', 'fedora', 'closer']",q2,3,0.3680839740833073,"noisy grab-bag, no consistent theme"
1063,0.3,50,1.302,the,"['exposures', 'coupled', 'the', 'the', 'systems', '-', 'whoever', 'if', 'the', 'who']",q2,9,0.37064246825466923,noisy literary/narrative grab-bag
1099,0.1,50,1.166,played,"['played', 'culture', 'took', 'managed', 'trailed', 'who', 'festivities', 'k', 'cost', 'cultures']",q2,2,0.2980060677006563,citation/technical-spec grab-bag
1103,0.2,50,1.343,i,"['they', 'trying', 'try', 'there', 'i', 'a', '.', 'how', 'i', 'isn']",q2,9,0.37836599851580166,noisy literary/narrative grab-bag
1104,0.3,31,1.182,clock,"['clock', 'give', 'give', 'with', 'clock', 'clock', 'calendar', 'known', 'there', 'money']",q2,3,0.27724625282097004,"noisy grab-bag, no consistent theme"
1154,0.3,50,1.287,countries,"['climates', 'in', 'sunlight', 'countries', 'americans', 'in', 'countries', 'concepts', 'evenly', 'countries']",q2,12,0.36781385309519593,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1169,0.3,50,1.357,of,"['not', 'some', 'not', 'credits', 'of', 'of', 'got', 'of', 'from', 'got']",q2,11,0.3088175553510054,percentage/statistical-figure reporting + 'part of' geographic description
1181,0.2,50,1.224,direct,"['responsible', 'direct', 'certain', 'if', 'part', 'modifying', 'direct', 'certain', 'remote', 'controlled']",q2,4,0.3207221614178176,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
1187,0.3,50,1.131,matter,"['fifth', 'hit', 'matter', 'your', 'matter', 'car', ',', 'matter', 'host', 'time']",q2,10,0.33726836563887364,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1209,0.1,50,1.177,0,"['0', 'basis', 'lot', '},', 'least', 'the', 'phase', 'shall', '-', '00']",q2,9,0.38581649861044337,noisy literary/narrative grab-bag
1214,0.1,50,1.189,salon,"['salon', 'pacific', 'meeting', 'championships', 'games', 'martin', 'ones', 'hubs', 'one', 'africans']",q2,12,0.3160934389122626,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1221,0.3,50,1.406,necessary,"['necessary', 'assigning', 'rarely', 'right', 'necessary', 'sure', 'arrays', 'delays', 'necessary', 'right']",q2,12,0.4402855593541136,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1232,0.1,50,1.383,concentrations,"['concentrations', 'analysis', 'constants', 'forms', 'art', 'scattered', 'accessed', 'partial', 'paths', 'arrangements']",q2,5,0.3390113125145838,"software/product-requirements vocabulary (version, needs, platform, domain)"
1237,0.2,50,1.426,better,"['better', 'were', 'better', 'knew', 'part', 'before', 'part', 'meaning', 'association', 'known']",q2,11,0.3150060142231305,percentage/statistical-figure reporting + 'part of' geographic description
1259,0.4,50,1.139,out,"['to', 'out', 'in', 'whom', 'u', 'out', 'u', 'into', 'out', 'out']",q2,10,0.41612273447955794,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1284,0.1,50,1.282,others,"['others', ""''"", 'long', 'stitches', '5', 'another', 'before', 'furry', '12', 'i']",q2,7,0.28094591964983523,"noisy grab-bag, no consistent theme"
1392,0.3,50,1.29,play,"[""'s"", 's', 'play', 'whole', '.', 'play', 've', 'play', 're', '.']",q2,10,0.3892286724437084,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1423,0.2,50,1.276,part,"['it', 'part', 'there', 'part', '14', 'process', 'thing', 'was', 'than', '.']",q2,11,0.2628280384958171,percentage/statistical-figure reporting + 'part of' geographic description
1458,0.2,50,1.236,former,"['former', 'former', 'away', 'space', 'months', 'awards', 'course', 'recent', 'and', 'improving']",q2,2,0.33883973601437456,citation/technical-spec grab-bag
1503,0.1,21,1.129,len,"['len', 'longest', 'second', 'unsigned', 'complying', 'unmatched', 'until', 'came', 'methodology', 'occupants']",q2,7,0.38039871336505876,"noisy grab-bag, no consistent theme"
1509,0.2,50,1.128,extends,"['ion', 'vs', 'external', 'extends', 'sometimes', 'customer', 'extends', 'when', 'got', 'in']",q2,3,0.3873118102909644,"noisy grab-bag, no consistent theme"
1513,0.2,50,1.429,use,"['weights', 'mission', 'made', 'with', 'purpose', 'use', 'find', 'journey', 'pair', 'use']",q2,5,0.30783582757694994,"software/product-requirements vocabulary (version, needs, platform, domain)"
1551,0.4,50,1.312,without,"['without', 'before', 'without', 'part', 'approaches', 'without', 'without', 'closest', 'wary', 'levels']",q2,11,0.3897152590666796,percentage/statistical-figure reporting + 'part of' geographic description
1552,0.2,50,1.396,named,"['named', 'named', 'definite', 'average', 'specific', 'launches', '1600', 'he', 'championships', '1']",q2,5,0.3483340256979644,"software/product-requirements vocabulary (version, needs, platform, domain)"
1570,0.2,50,1.237,lively,"['lively', 'costs', 'deleted', 'with', 'lively', 'restless', 'either', 'agents', 'unnatural', 'within']",q2,1,0.33778864986577295,ordinal-enumeration words (Second/Third) + 'kind' idiom
1595,0.4,50,1.266,",","[',', ',', ':', '-', 'third', 'into', ',', 'into', ',', 'are']",q2,4,0.474424941398932,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
1623,0.3,50,1.253,advancements,"['into', 'versions', 'advancements', 'and', 'advancements', 'within', 'accessible', 'advancements', 'a', 'upgrades']",q2,0,0.32924065641802785,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
1627,0.2,50,1.325,charge,"['what', 'charge', 'his', 'here', ""'s"", 'charge', 'her', 'now', 'progress', 'his']",q2,0,0.3482469566346658,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
1643,0.2,50,1.223,that,"['that', 'ibn', 'nobody', 'that', 'when', 'usual', 'my', 'in', 'truth', 'with']",q2,9,0.27390268966436804,noisy literary/narrative grab-bag
1666,0.4,50,1.188,going,"['location', 'going', '),', '\\)', 'going', 'going', 'going', 'now', 'taking', 'times']",q2,6,0.3355179892415913,"noisy grab-bag, no consistent theme"
1685,0.3,50,1.313,this,"['this', 'something', 'something', 'this', 'something', 'shall', 'this', 'workers', 'i', 'become']",q2,3,0.368108871436409,"noisy grab-bag, no consistent theme"
1694,0.1,50,1.411,.,"['.', 'degree', 'profit', 'a', '92', 'deb', 'held', '$', 'computer', 'flat']",q2,10,0.29912289785794627,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1714,0.2,50,1.209,grab,"['grab', 'lookout', 'order', 'lookout', 'toggle', 'an', 'allows', 'grab', 'shouldn', 'allowed']",q2,3,0.3709455871477421,"noisy grab-bag, no consistent theme"
1732,0.2,50,1.36,array,"['>', ':', 'array', 'able', ',', 'were', 'array', 'that', ""',"", 'and']",q2,9,0.33196715835503376,noisy literary/narrative grab-bag
1738,0.1,50,1.386,far,"['far', 'limited', '}', 'a', 'return', 'thought', 'nothing', 'need', 'cost', '//']",q2,13,0.35312049465442663,'in whole or in part' contract-boilerplate + 'thereby' causal connective
1739,0.2,50,1.228,medium,"['guardian', 'medium', 'magazines', 'china', 'jordan', '14', 'medium', 'moderate', 'secretary', 'quality']",q2,7,0.3509939506457205,"noisy grab-bag, no consistent theme"
1765,0.1,50,1.384,physically,"['physically', 'contributing', 'such', 'exciting', 'adapting', 'succeeded', 'adapted', 'witness', 'experienced', 'evidenced']",q2,5,0.32388828912709305,"software/product-requirements vocabulary (version, needs, platform, domain)"
1776,0.2,50,1.39,something,"['turn', 'something', 'when', 'something', ""'"", 'this', 'somewhere', 'part', 'like', 'way']",q2,3,0.2970902470501058,"noisy grab-bag, no consistent theme"
1782,0.1,50,1.256,charge,"['charge', 'finally', 'realization', 'turn', 'curing', '**', 'truly', 'kinds', '`', 'out']",q2,10,0.4039922841962066,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1783,0.2,50,1.317,senators,"['senators', "".''"", "".''"", 'the', 'the', 'co', 'senators', 'patients', '].', 'month']",q2,12,0.3930068349161641,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1796,0.1,13,1.141,excellence,"['excellence', 'course', 'courses', '(%', 'masters', 'form', '-', 'explorer', 'enterprise']",q2,8,0.34108408997097217,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
1798,0.2,50,1.421,",","['instructor', '1960', 'prohibits', ',', '),', 'contents', ',', 'best', 'areas', 'coronary']",q2,12,0.30277481442247267,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1811,0.2,30,1.393,moment,"['consequently', 'moment', 'however', 'nevertheless', 'second', 'otherwise', 'b', 'two', 'moment', 'gone']",q2,1,0.48027270249600235,ordinal-enumeration words (Second/Third) + 'kind' idiom
1813,0.3,26,1.209,mess,"['mess', 'mess', 'messed', 'messed', 'screw', 'mess', 'd', 'messes', 'screw', 'messed']",q2,3,0.46321599392228474,"noisy grab-bag, no consistent theme"
1867,0.3,50,1.361,as,"['as', 'time', '09', 'his', 'whose', 'as', '04', '0', 'as', 'whose']",q2,8,0.285900789597318,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
1873,0.4,50,1.14,such,"['discard', 'ie', 'master', 'such', 'such', 'if', 'user', 'such', 'such', '/']",q2,8,0.3095014270603481,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
1878,0.2,50,1.321,partnership,"['partnership', 'whole', 'with', 'collaboration', 'aftermath', 'partnership', 'association', 'travels', 'communities', 'tandem']",q2,6,0.3431520562888031,"noisy grab-bag, no consistent theme"
1883,0.1,50,1.351,it,"['it', 'choose', 'indices', ""':"", 'storm', 'market', '-', 'infection', 'healthcare', 'five']",q2,0,0.28932723073000416,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
1897,0.2,50,1.42,harder,"['gather', 'fathers', 'playthrough', 'requirements', 'weather', 'faster', 'sound', 'harder', 'chord', 'harder']",q2,10,0.38094669505894285,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1931,0.2,50,1.327,got,"['achieved', 'acquired', 'got', 'that', 'surpassed', 'received', 'got', 'this', 'brought', 'completed']",q2,2,0.3432118600752964,citation/technical-spec grab-bag
1965,0.3,50,1.279,version,"['version', 'version', 'everything', 'masterpiece', 'whole', 'spectacle', 'phenomenon', 'masterpiece', 'tornado', 'version']",q2,12,0.35117956147271623,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1969,0.2,50,1.155,that,"[':', 'that', 'anything', 'that', 'those', 'this', 'wednesday', 'a', 's', 'wednesday']",q2,10,0.3663353908802735,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
1978,0.3,50,1.351,-,"['yourself', '-', 'attributes', 'an', '-', '-', 'credits', 'whenever', 'celebrate', 'every']",q2,12,0.2972284643503642,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
1982,0.3,50,1.309,which,"['lifetime', 'has', 'if', 'until', 'which', 'which', 'assignment', 'depends', 'which', 'elapsed']",q2,7,0.31216129606960397,"noisy grab-bag, no consistent theme"
1992,0.3,50,1.381,sake,"['fool', 'sake', 'sake', 'sake', 'fools', 'weight', 'name', 'standard', 'name', 'name']",q2,6,0.4104889876384835,"noisy grab-bag, no consistent theme"
2002,0.1,50,1.213,dec,"['dec', 'nhs', 'at', 'that', 'was', 'december', 'her', 'it', '.""', 'test']",q2,10,0.3297804388852767,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2045,0.2,50,1.226,}.,"['00000', '}.', '1000', 'households', 'individual', '}.', 'comprises', '01', '2000', 'madame']",q2,7,0.3392704645229003,"noisy grab-bag, no consistent theme"
2055,0.2,50,1.428,be,"['said', '*/', 'for', 'want', 'be', '=', 'be', '=', 'fully', 'trust']",q2,11,0.322687854896199,percentage/statistical-figure reporting + 'part of' geographic description
2079,0.1,50,1.338,and,"['and', 'thee', '///', 'heal', 'hubs', 'jesus', '}', '.""', 'laboratories', 'trusting']",q2,12,0.2876640769455416,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2080,0.1,50,1.171,parts,"['parts', 'form', 'total', 'can', 'between', 'best', '/', '24', 'end', 'versions']",q2,3,0.3385815032177373,"noisy grab-bag, no consistent theme"
2117,0.4,50,1.171,-,"['-', '--', '-', 'state', 'which', '-', '-', 'held', 'fans', 'the']",q2,2,0.3529813141339629,citation/technical-spec grab-bag
2126,0.2,50,1.172,a,"['a', 'with', 'with', 'a', 'soon', 'till', 'close', '*', 'whole', 'whole']",q2,11,0.3107994273580391,percentage/statistical-figure reporting + 'part of' geographic description
2128,0.2,50,1.24,only,"['whose', 'from', 'their', 'only', 'classes', 'here', 'part', 'had', 'classes', 'only']",q2,2,0.27961304838032575,citation/technical-spec grab-bag
2129,0.1,14,1.145,fabric,"['fabric', 'front', 'educational', 'putting', 'beans', 'freedom', 'finds', 'next', 'wrap']",q2,9,0.40813934176339056,noisy literary/narrative grab-bag
2137,0.2,50,1.248,learning,"['aspx', 'last', 'learning', 'verse', 'minute', 'think', 'letter', 'learning', 'smallest', 'persons']",q2,2,0.2822958115992734,citation/technical-spec grab-bag
2146,0.1,50,1.403,answered,"['answered', 'posed', 'artifacts', 'done', 'off', 'it', 'communities', 'embraced', 'areas', 'blew']",q2,10,0.3348192040691703,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2147,0.2,50,1.339,of,"['acknowledge', 'beyond', 'of', 'take', 'cease', 'of', 'aren', 'least', 'eh', 'until']",q2,2,0.3733403092451463,citation/technical-spec grab-bag
2186,0.4,50,1.403,at,"['by', 'part', 'at', 'at', 'at', 'at', 'be', 'across', 'no', 's']",q2,11,0.32575960961084177,percentage/statistical-figure reporting + 'part of' geographic description
2187,0.1,50,1.201,8,"['8', 'he', 'rest', 'other', 'club', 'that', 'choir', 'lasted', 'taste', 'fill']",q2,6,0.30932355645105425,"noisy grab-bag, no consistent theme"
2195,0.1,50,1.395,version,"['version', 'needs', 'builds', 'their', 'friends', 'order', 'client', 'planning', 'goes', 'own']",q2,5,0.2507354325415383,"software/product-requirements vocabulary (version, needs, platform, domain)"
2226,0.2,50,1.164,sudo,"['sudo', 'survive', 'sudo', 'to', 'versus', 'founded', 'reduce', 'who', 'certain', 'appreciate']",q2,5,0.39474779064524296,"software/product-requirements vocabulary (version, needs, platform, domain)"
2228,0.3,50,1.189,the,"['the', 'these', 'followed', 'a', 'the', 'then', 'the', 'british', 'who', 'a']",q2,10,0.3590879530993938,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2260,0.2,50,1.351,after,"['),', 'after', 'the', '>', 'a', '2', 'after', 'powershell', 'âģĵ', 'p']",q2,11,0.3717638320741833,percentage/statistical-figure reporting + 'part of' geographic description
2296,0.3,50,1.196,that,"['that', 'that', 'check', 'i', 'the', 'that', 'check', 'within', 'the', 'check']",q2,8,0.3665150437464302,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2324,0.2,50,1.416,year,"['7', 'year', 'year', 'idea', 'thing', 'work', '18', 'years', 'thing', 'other']",q2,6,0.30726807112153276,"noisy grab-bag, no consistent theme"
2349,0.4,28,1.151,should,"['should', 'hearts', 'should', 'should', 'hadn', 'ought', 'shouldn', 'hadn', 'tend', 'should']",q2,13,0.37855466777456714,'in whole or in part' contract-boilerplate + 'thereby' causal connective
2364,0.3,50,1.294,never,"['thought', 'never', 'wished', 'never', 'moment', 'doors', 'old', 'left', 'never', 'occurred']",q2,6,0.3281888557983037,"noisy grab-bag, no consistent theme"
2368,0.2,50,1.183,been,"['been', '11', 'been', 'couple', 'alpine', 'temporary', 'prayer', '11', 'come', 'engaged']",q2,5,0.3756930688031309,"software/product-requirements vocabulary (version, needs, platform, domain)"
2374,0.1,16,1.324,flat,"['flat', 'to', 'christmas', 'faw', 'victims', 'domain', 'prerogative', 'pur', 'cbs', 'contests']",q2,10,0.35788837286553904,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2375,0.3,17,1.211,43,"['discard', '43', 'dark', '44', '45', 'eyes', '43', '8', '43', 'ray']",q2,6,0.39378187195021125,"noisy grab-bag, no consistent theme"
2381,0.2,50,1.384,industries,"['health', 'med', 'measures', 'necessary', '/', 'industries', 'marketing', '1', 'mindset', 'industries']",q2,10,0.407266174236213,sports-stat citations (.XXX average) + 'Mr.'/board-game vocabulary
2386,0.1,50,1.177,fen,"['fen', '40', 'particular', 'bureau', 'year', 'more', 'most', ',', 'header', 'the']",q2,8,0.32008675091185435,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2395,0.3,48,1.41,such,"['just', 'a', 'requirement', 'renamed', 'such', 'schemes', 'such', 'usd', 'renamed', 'such']",q2,5,0.31251253852567396,"software/product-requirements vocabulary (version, needs, platform, domain)"
2403,0.2,50,1.19,when,"['*/', 'jet', 'between', 'director', 'when', 'judgments', 'when', 'scatter', 'process', 'cultures']",q2,5,0.28558250783915584,"software/product-requirements vocabulary (version, needs, platform, domain)"
2472,0.2,50,1.431,and,"['names', 'came', 'and', 'appeared', 'and', 'liked', 'didn', 'everything', 'february', 'think']",q2,3,0.32446397590313864,"noisy grab-bag, no consistent theme"
2490,0.2,50,1.239,were,"['the', 'were', 'nos', 'shit', 'something', 'were', 'are', '""', 'nos', 'whose']",q2,12,0.32521802605704975,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2492,0.2,12,1.254,gonna,"['flat', 'sharing', 'dam', 'christmas', '[...]', 'gonna', 'as', 'gonna', 'robin', 'telling']",q2,9,0.3176142283249814,noisy literary/narrative grab-bag
2509,0.2,50,1.229,than,"['its', 'than', 'rise', 'come', 'spring', 'of', 'than', 'explain', 'reaction', 'half']",q2,3,0.2811231743221636,"noisy grab-bag, no consistent theme"
2512,0.3,50,1.333,earlier,"['updated', 'i', 'earlier', 'product', 'retrieved', 'retrieved', 'earlier', 'retrieved', 'earlier', 'industry']",q2,12,0.4163912625169905,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2513,0.2,50,1.201,void,"['âģ¢', 'sixteen', '());', 'it', 'void', '-$', 'a', '-', 'void', 'dec']",q2,9,0.34524856078040644,noisy literary/narrative grab-bag
2519,0.1,50,1.374,thee,"['thee', 'temperature', 'rise', 'it', 'networks', 'âł', 'freedom', 'sensors', 'birthday', 'respect']",q2,12,0.2602856826680466,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2520,0.2,50,1.218,uri,"['uri', 'the', 'for', 'and', ',', 'uri', 'behalf', 'behalf', 'underscore', ',']",q2,12,0.3605240680608703,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2522,0.2,50,1.406,him,"['him', 'mentioned', 'the', 'mentioned', 'they', 'rs', 'the', 'him', 'never', '1']",q2,6,0.32177538352651575,"noisy grab-bag, no consistent theme"
2530,0.1,50,1.145,thought,"['thought', 'aw', 'wanna', 'shall', 'bit', 'members', 'could', 'were', 'yeah', 'about']",q2,13,0.31802917558344623,'in whole or in part' contract-boilerplate + 'thereby' causal connective
2544,0.1,50,1.204,acquire,"['acquire', 'thy', 'good', 'wouldn', 'made', 'gonna', 'related', 'i', 'about', 'respective']",q2,3,0.30574691846901203,"noisy grab-bag, no consistent theme"
2546,0.3,50,1.414,who,"['whom', 'whose', 'justice', 'century', 'who', 'who', 'into', 'who', 'up', 'he']",q2,0,0.3055722464802197,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
2551,0.4,13,1.226,had,"['were', 'had', 'had', 'had', '18', 'now', 'jordan', 'have', 'had', 'was']",q2,3,0.43368516064538004,"noisy grab-bag, no consistent theme"
2590,0.1,50,1.144,"""","['""', 'said', 'what', 'chief', 'national', 'account', 'not', 'ago', 'no', 'the']",q2,8,0.2694183608131635,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2596,0.1,50,1.347,this,"['this', 'visited', 'incapable', 'heavier', 'been', 'out', 'that', 'colder', 'subjected', 'managed']",q2,2,0.3053719043921844,citation/technical-spec grab-bag
2602,0.2,50,1.359,sought,"['sought', 'pace', 'our', 'her', '=-', '=-', 'sought', 'some', 'the', 'its']",q2,3,0.32611948438240507,"noisy grab-bag, no consistent theme"
2603,0.1,50,1.402,term,"['term', 'â§', 'it', 'can', 'son', 'doesn', 'social', 'terms', 'the', 'article']",q2,12,0.3040249462626825,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2606,0.1,50,1.287,manufacturers,"['manufacturers', '14', 'right', 'vendors', 'you', 'subject', 'boy', 'boys', 'mission', 'comes']",q2,5,0.26261669989145314,"software/product-requirements vocabulary (version, needs, platform, domain)"
2615,0.2,50,1.332,is,"['been', 'is', 'association', 'launched', 'accountability', 'being', 'reviewed', 'longer', 'showcases', 'is']",q2,5,0.3216782110129958,"software/product-requirements vocabulary (version, needs, platform, domain)"
2648,0.4,16,1.16,',"['112', ""'"", ""'"", 'acquired', 'acquire', ""'"", 'entirety', '%,', ""'"", 'acquired']",q2,0,0.27823122874015543,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
2664,0.4,50,1.378,which,"['which', '.', 'which', '@', 'which', 'the', 'the', '0', 'which', 'no']",q2,8,0.33261885644802086,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2672,0.2,50,1.165,found,"['found', 'found', 'thereby', 'there', 'thereby', 'i', 'associated', 'with', 'heard', 'afar']",q2,13,0.28453345906338706,'in whole or in part' contract-boilerplate + 'thereby' causal connective
2682,0.1,50,1.199,chrom,"['chrom', 'standard', 'were', 'www', '\\', 'rid', 'british', 'longest', 'second', '978']",q2,8,0.3114401161775191,"quoted/reported questions ('what...?', 'as it is said') + formal-organization nouns"
2699,0.2,50,1.379,province,"['belonged', 'province', 'anterior', 'mattered', 'province', 'lobe', 'granite', 'provinces', 'thought', 'been']",q2,12,0.3079254353836877,"policy/infrastructure reporting prose (lockdown, colonial infrastructure, community risk)"
2720,0.4,29,1.172,educational,"['educational', 'have', 'of', 'educational', 'intended', 'said', 'had', 'educational', 'educational', 'have']",q2,4,0.3108789402600566,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
2724,0.1,50,1.369,similar,"['similar', 'hour', 'quarter', 'inch', 'mile', 'item', 'bedroom', 'mother', 'section', 'year']",q2,4,0.4119280061100103,"regulatory/permit-document vocabulary (NOTE, general permit, vulnerable)"
2777,0.2,50,1.289,two,"['information', 'saw', 'two', 'increased', 'which', 'tb', 'agreement', 'highest', 'address', 'two']",q2,7,0.2546266945559509,"noisy grab-bag, no consistent theme"
2787,0.4,29,1.328,the,"['similar', 'the', 'and', 'similar', 'the', 'similar', '""', 'the', 'fml', 'the']",q2,9,0.3516628643414468,noisy literary/narrative grab-bag
2792,0.3,17,1.357,uncommon,"['),', 'uncommon', 'it', 'uncommon', 'enough', 'necessary', 'uncommon', '40', 'failure', '),']",q2,0,0.3563980102178449,possessive-apostrophe ownership construction (X's/Xs') + acquisition verbs
