split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
determiner_noun_agreement_with_adj_irregular_2,159,Guys hurts that smart man.,Guys hurts those smart man.,determiner_noun_agreement_with_adj_irregular_2_good_159,determiner_noun_agreement_with_adj_irregular_2_bad_159,longformer-120_124.parquet,longformer-145_149.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-49.21355056762695,-52.98997497558594,6,6
sentential_subject_island,538,Who is this lamp's stunning some lady alarming.,Who is this lamp's stunning alarming some lady.,sentential_subject_island_good_538,sentential_subject_island_bad_538,longformer-765_769.parquet,longformer-780_784.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-79.18478393554688,-77.30139923095703,10,10
ellipsis_n_bar_2,215,Reports about art hadn't bored one daughter of and Julie hadn't bored some concealed daughter of.,Reports about art hadn't bored one ill daughter of and Julie hadn't bored some concealed.,ellipsis_n_bar_2_good_215,ellipsis_n_bar_2_bad_215,longformer-1305_1309.parquet,longformer-1290_1294.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-154.63079833984375,-150.2034912109375,19,18
wh_vs_that_no_gap_long_distance,644,A patient finds out that the actress that didn't kiss Veronica returns to Bruce.,A patient finds out who the actress that didn't kiss Veronica returns to Bruce.,wh_vs_that_no_gap_long_distance_good_644,wh_vs_that_no_gap_long_distance_bad_644,longformer-1235_1239.parquet,longformer-1230_1234.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-124.23778533935547,-128.69581604003906,16,16
tough_vs_raising_1,565,That river wasn't interesting to drive to.,That river wasn't about to drive to.,tough_vs_raising_1_good_565,tough_vs_raising_1_bad_565,longformer-640_644.parquet,longformer-440_444.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-400_599.parquet,-52.53965759277344,-51.198509216308594,9,9
expletive_it_object_raising,264,Tammy's contractor is finding it to be weird that most committees should cooperate.,Tammy's contractor persuades it to be weird that most committees should cooperate.,expletive_it_object_raising_good_264,expletive_it_object_raising_bad_264,longformer-1250_1254.parquet,longformer-1240_1244.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-129.51393127441406,-137.5597686767578,15,14
left_branch_island_simple_question,348,Whose hypotheses has Rachel argued about?,Whose has Rachel argued about hypotheses?,left_branch_island_simple_question_good_348,left_branch_island_simple_question_bad_348,longformer-600_604.parquet,longformer-615_619.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-65.8271713256836,-65.52281951904297,7,7
irregular_past_participle_adjectives,296,The forgotten waitress isn't concealed.,The forgot waitress isn't concealed.,irregular_past_participle_adjectives_good_296,irregular_past_participle_adjectives_bad_296,longformer-530_534.parquet,longformer-440_444.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-59.224388122558594,-58.61769104003906,7,7
distractor_agreement_relative_clause,182,The doctor that has impressed these teachers laughs.,The doctor that has impressed these teachers laugh.,distractor_agreement_relative_clause_good_182,distractor_agreement_relative_clause_bad_182,longformer-900_904.parquet,longformer-885_889.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-70.35941314697266,-68.7677001953125,9,9
determiner_noun_agreement_irregular_2,125,Some men discover these fungi.,Some men discover this fungi.,determiner_noun_agreement_irregular_2_good_125,determiner_noun_agreement_irregular_2_bad_125,longformer-225_229.parquet,longformer-200_204.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-200_399.parquet,-42.00505065917969,-42.004859924316406,6,6
expletive_it_object_raising,266,Craig's ex-wives discover it to be unfortunate that Mitchell exercised.,Craig's ex-wives had implored it to be unfortunate that Mitchell exercised.,expletive_it_object_raising_good_266,expletive_it_object_raising_bad_266,longformer-1175_1179.parquet,longformer-1215_1219.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1200_1399.parquet,-110.34974670410156,-128.0865478515625,14,15
existential_there_subject_raising,257,There isn't bound to be a teenager exploring a lake.,There isn't ready to be a teenager exploring a lake.,existential_there_subject_raising_good_257,existential_there_subject_raising_bad_257,longformer-925_929.parquet,longformer-910_914.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-69.5960922241211,-68.19317626953125,12,12
wh_questions_subject_gap_long_distance,620,Candice can investigate that actor that a lot of turtles haven't bothered that concealed every student.,Candice can investigate who that actor that a lot of turtles haven't bothered concealed every student.,wh_questions_subject_gap_long_distance_good_620,wh_questions_subject_gap_long_distance_bad_620,longformer-1320_1324.parquet,longformer-1315_1319.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-148.95620727539062,-150.78713989257812,18,18
sentential_negation_npi_scope,528,Gina's grandmother that has irritated Cynthia could not ever stand up.,Gina's grandmother that has not irritated Cynthia could ever stand up.,sentential_negation_npi_scope_good_528,sentential_negation_npi_scope_bad_528,longformer-1160_1164.parquet,longformer-1160_1164.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-123.7478256225586,-126.53826904296875,13,13
superlative_quantifiers_2,553,That driver was researching at most four documentaries.,No driver was researching at most four documentaries.,superlative_quantifiers_2_good_553,superlative_quantifiers_2_bad_553,longformer-980_984.parquet,longformer-940_944.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-75.54237365722656,-75.8915023803711,9,9
principle_A_domain_1,451,Rose isn't thinking that Theodore did visit her.,Rose isn't thinking that Theodore did visit herself.,principle_A_domain_1_good_451,principle_A_domain_1_bad_451,longformer-800_804.parquet,longformer-910_914.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-65.6458969116211,-68.74482727050781,10,10
wh_questions_subject_gap_long_distance,622,Travis should notice this hospital that all mouths annoy that hasn't upset every teacher.,Travis should notice who this hospital that all mouths annoy hasn't upset every teacher.,wh_questions_subject_gap_long_distance_good_622,wh_questions_subject_gap_long_distance_bad_622,longformer-1290_1294.parquet,longformer-1285_1289.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-146.8599090576172,-146.64602661132812,16,16
principle_A_c_command,423,The pedestrians that exit this museum weren't fleeing from themselves.,The pedestrians that exit this museum weren't fleeing from itself.,principle_A_c_command_good_423,principle_A_c_command_bad_423,longformer-1160_1164.parquet,longformer-1130_1134.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-94.30612182617188,-94.14631652832031,12,12
coordinate_structure_constraint_complex_left_branch,77,Which women might those boxes bother and the guys see?,Which might those boxes bother women and the guys see?,coordinate_structure_constraint_complex_left_branch_good_77,coordinate_structure_constraint_complex_left_branch_bad_77,longformer-955_959.parquet,longformer-960_964.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-83.16949462890625,-81.45991516113281,11,11
passive_1,407,Brenda wasn't criticized by Paul.,Brenda wasn't shrugged by Paul.,passive_1_good_407,passive_1_bad_407,longformer-345_349.parquet,longformer-260_264.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-200_399.parquet,-61.72146987915039,-63.21869659423828,7,7
sentential_subject_island,531,Who will those libraries' aggravating Tara distract.,Who will those libraries' aggravating distract Tara.,sentential_subject_island_good_531,sentential_subject_island_bad_531,longformer-915_919.parquet,longformer-915_919.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-79.32948303222656,-77.93743133544922,9,9
irregular_past_participle_adjectives,299,The broken chairs aren't whole.,The broke chairs aren't whole.,irregular_past_participle_adjectives_good_299,irregular_past_participle_adjectives_bad_299,longformer-265_269.parquet,longformer-240_244.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-200_399.parquet,-47.612060546875,-47.82768249511719,7,7
principle_A_case_1,437,Martin thought that he hadn't sounded like Lawrence.,Martin thought that himself hadn't sounded like Lawrence.,principle_A_case_1_good_437,principle_A_case_1_bad_437,longformer-920_924.parquet,longformer-1005_1009.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-1000_1199.parquet,-63.80752182006836,-71.024169921875,10,10
determiner_noun_agreement_irregular_2,128,Ann will lift those geese.,Ann will lift that geese.,determiner_noun_agreement_irregular_2_good_128,determiner_noun_agreement_irregular_2_bad_128,longformer-125_129.parquet,longformer-100_104.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-51.62858963012695,-47.978511810302734,6,6
wh_questions_subject_gap_long_distance,623,Rose has noticed cakes that some pedestrians were discovering that scared the banks.,Rose has noticed what cakes that some pedestrians were discovering scared the banks.,wh_questions_subject_gap_long_distance_good_623,wh_questions_subject_gap_long_distance_bad_623,longformer-1255_1259.parquet,longformer-1260_1264.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-112.16458892822266,-114.51954650878906,14,14
only_npi_scope,399,Only this son of Marla that Carmen has distracted had ever practiced.,This son of Marla that only Carmen has distracted had ever practiced.,only_npi_scope_good_399,only_npi_scope_bad_399,longformer-1150_1154.parquet,longformer-1155_1159.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-116.40998840332031,-117.92098236083984,13,13
determiner_noun_agreement_with_adj_2,131,This bread astounded these concealed customers.,This bread astounded this concealed customers.,determiner_noun_agreement_with_adj_2_good_131,determiner_noun_agreement_with_adj_2_bad_131,longformer-795_799.parquet,longformer-750_754.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-65.06041717529297,-64.42255401611328,7,7
expletive_it_object_raising,263,Karla's employee wanted it to be pleasant that Gregory looks to sell some sweater.,Karla's employee badgered it to be pleasant that Gregory looks to sell some sweater.,expletive_it_object_raising_good_263,expletive_it_object_raising_bad_263,longformer-1240_1244.parquet,longformer-1260_1264.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-126.7508316040039,-138.10292053222656,16,16
determiner_noun_agreement_irregular_2,121,Senators mess up those feet.,Senators mess up that feet.,determiner_noun_agreement_irregular_2_good_121,determiner_noun_agreement_irregular_2_bad_121,longformer-170_174.parquet,longformer-140_144.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-52.95087432861328,-52.071022033691406,6,6
anaphor_gender_agreement,16,Barbara is noticing herself.,Barbara is noticing himself.,anaphor_gender_agreement_good_16,anaphor_gender_agreement_bad_16,longformer-190_194.parquet,longformer-180_184.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-44.934967041015625,-43.7792854309082,5,5
drop_argument,190,Jill's French teacher had observed.,Jill's French teacher had looked like.,drop_argument_good_190,drop_argument_bad_190,longformer-400_404.parquet,longformer-490_494.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-57.22185516357422,-67.82852935791016,7,8
sentential_subject_island,533,Who are all children' messing up that hospital embarrassing.,Who are all children' messing up embarrassing that hospital.,sentential_subject_island_good_533,sentential_subject_island_bad_533,longformer-1070_1074.parquet,longformer-1055_1059.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-88.44746398925781,-87.31343078613281,11,11
determiner_noun_agreement_with_adj_2,134,Many actresses care for those delighted senators.,Many actresses care for that delighted senators.,determiner_noun_agreement_with_adj_2_good_134,determiner_noun_agreement_with_adj_2_bad_134,longformer-835_839.parquet,longformer-820_824.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-61.1949462890625,-58.13137435913086,8,8
existential_there_subject_raising,255,There had turned out to be some granddaughters of this teacher conspiring.,There had wished to be some granddaughters of this teacher conspiring.,existential_there_subject_raising_good_255,existential_there_subject_raising_bad_255,longformer-1190_1194.parquet,longformer-1165_1169.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-117.3418960571289,-111.76278686523438,13,12
principle_A_domain_3,471,Valerie says Marcus couldn't escape from himself.,Marcus says Valerie couldn't escape from himself.,principle_A_domain_3_good_471,principle_A_domain_3_bad_471,longformer-840_844.parquet,longformer-835_839.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-70.61284637451172,-78.84650421142578,9,9
sentential_subject_island,539,Who did most legislatures' talking about Stephen upset.,Who did most legislatures' talking about upset Stephen.,sentential_subject_island_good_539,sentential_subject_island_bad_539,longformer-980_984.parquet,longformer-985_989.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-89.31851196289062,-90.4267349243164,10,10
only_npi_licensor_present,387,Only Julie ever respects Elaine.,Even Julie ever respects Elaine.,only_npi_licensor_present_good_387,only_npi_licensor_present_bad_387,longformer-285_289.parquet,longformer-285_289.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-200_399.parquet,-49.272193908691406,-49.385833740234375,6,6
wh_questions_object_gap,600,The senators question the boys that Travis hid.,The senators question who Travis hid the boys.,wh_questions_object_gap_good_600,wh_questions_object_gap_bad_600,longformer-765_769.parquet,longformer-735_739.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-73.14825439453125,-69.65894317626953,9,9
wh_questions_subject_gap_long_distance,628,Those doctors think about all associations that a lot of schools aren't worrying that admire this stimulus.,Those doctors think about what all associations that a lot of schools aren't worrying admire this stimulus.,wh_questions_subject_gap_long_distance_good_628,wh_questions_subject_gap_long_distance_bad_628,longformer-1330_1334.parquet,longformer-1325_1329.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-133.9102020263672,-137.24948120117188,19,19
principle_A_domain_3,476,Sara says Chad's brother notices himself.,Chad's brother says Sara notices himself.,principle_A_domain_3_good_476,principle_A_domain_3_bad_476,longformer-625_629.parquet,longformer-595_599.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-72.72523498535156,-70.67391204833984,8,8
existential_there_object_raising,229,A sister of the teacher isn't anticipating there to be some carts maneuvering.,A sister of the teacher isn't compelling there to be some carts maneuvering.,existential_there_object_raising_good_229,existential_there_object_raising_bad_229,longformer-1230_1234.parquet,longformer-1220_1224.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-121.9928970336914,-113.8041763305664,15,15
intransitive,285,All guests are hiding away.,All guests are disagreeing with.,intransitive_good_285,intransitive_bad_285,longformer-155_159.parquet,longformer-295_299.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-200_399.parquet,-41.67875671386719,-49.09111785888672,6,6
only_npi_licensor_present,386,Only these students ever found out who isn't prompting a waiter to yawn.,Even these students ever found out who isn't prompting a waiter to yawn.,only_npi_licensor_present_good_386,only_npi_licensor_present_bad_386,longformer-1180_1184.parquet,longformer-1185_1189.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-117.58360290527344,-114.30960083007812,15,15
animate_subject_passive,33,Some newspaper articles weren't examined by the actor.,Some newspaper articles weren't examined by the nuclei.,animate_subject_passive_good_33,animate_subject_passive_bad_33,longformer-950_954.parquet,longformer-965_969.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-70.77822875976562,-71.12014770507812,10,10
adjunct_island,6,Who did Emily leave without curing Alan?,Who did Emily leave Alan without curing?,adjunct_island_good_6,adjunct_island_bad_6,longformer-575_579.parquet,longformer-590_594.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-67.8327865600586,-67.62969207763672,8,8
existential_there_object_raising,221,Judy's associate didn't anticipate there to be a car aggravating Patricia.,Judy's associate didn't urge there to be a car aggravating Patricia.,existential_there_object_raising_good_221,existential_there_object_raising_bad_221,longformer-1190_1194.parquet,longformer-1140_1144.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1000_1199.parquet,-104.47840881347656,-105.67640686035156,14,14
transitive,580,The Lutherans' boyfriend shouldn't stun Joseph's nephews.,The Lutherans' boyfriend shouldn't concur Joseph's nephews.,transitive_good_580,transitive_bad_580,longformer-1010_1014.parquet,longformer-1050_1054.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-113.92948150634766,-106.21441650390625,11,11
wh_vs_that_with_gap_long_distance,666,The government had known who most associations that joke around talk to.,The government had known that most associations that joke around talk to.,wh_vs_that_with_gap_long_distance_good_666,wh_vs_that_with_gap_long_distance_bad_666,longformer-1175_1179.parquet,longformer-1185_1189.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-96.2552261352539,-93.72114562988281,13,13
tough_vs_raising_1,562,Every guest's podiatrist isn't difficult to fire.,Every guest's podiatrist isn't soon to fire.,tough_vs_raising_1_good_562,tough_vs_raising_1_bad_562,longformer-845_849.parquet,longformer-705_709.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-600_799.parquet,-84.25459289550781,-87.58169555664062,10,10
complex_NP_island,64,Who hasn't Joseph's student that saw a teacher cared for?,Who hasn't a teacher cared for Joseph's student that saw?,complex_NP_island_good_64,complex_NP_island_bad_64,longformer-1010_1014.parquet,longformer-1020_1024.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-94.99053192138672,-97.60987091064453,13,13
determiner_noun_agreement_with_adj_2,138,Deborah couldn't remember this concealed high school.,Deborah couldn't remember these concealed high school.,determiner_noun_agreement_with_adj_2_good_138,determiner_noun_agreement_with_adj_2_bad_138,longformer-945_949.parquet,longformer-950_954.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-74.20774841308594,-75.64019012451172,9,9
principle_A_reconstruction,484,It's herself who Amanda might criticize.,It's herself who might criticize Amanda.,principle_A_reconstruction_good_484,principle_A_reconstruction_bad_484,longformer-575_579.parquet,longformer-570_574.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-57.52952575683594,-55.465904235839844,8,8
animate_subject_passive,37,Many ladders weren't climbed down by some child.,Many ladders weren't climbed down by some tooth.,animate_subject_passive_good_37,animate_subject_passive_bad_37,longformer-795_799.parquet,longformer-820_824.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-600_799.parquet,-86.73100280761719,-90.1728286743164,10,10
principle_A_domain_2,467,April imagines Clyde cures himself.,April imagines Clyde cures herself.,principle_A_domain_2_good_467,principle_A_domain_2_bad_467,longformer-425_429.parquet,longformer-415_419.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-400_599.parquet,-72.21708679199219,-73.64439392089844,6,6
passive_1,403,Larry's oncologists aren't helped by Spain.,Larry's oncologists aren't struggled by Spain.,passive_1_good_403,passive_1_bad_403,longformer-675_679.parquet,longformer-745_749.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-82.10442352294922,-83.09551239013672,9,9
transitive,582,Amy's cousins distracts a lot of women.,Amy's cousins reply a lot of women.,transitive_good_582,transitive_bad_582,longformer-540_544.parquet,longformer-410_414.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-75.49725341796875,-65.97771453857422,9,9
principle_A_case_2,445,Most dancers forget about themselves embarrassing the people.,Most dancers forget about themselves embarrass the people.,principle_A_case_2_good_445,principle_A_case_2_bad_445,longformer-1075_1079.parquet,longformer-1030_1034.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-67.8986587524414,-68.11540222167969,9,9
wh_vs_that_with_gap,651,Holly conceals what the patients are driving to.,Holly conceals that the patients are driving to.,wh_vs_that_with_gap_good_651,wh_vs_that_with_gap_bad_651,longformer-815_819.parquet,longformer-810_814.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-79.91177368164062,-76.52156066894531,9,9
drop_argument,198,Every teenager isn't descending.,Every teenager isn't dropping by.,drop_argument_good_198,drop_argument_bad_198,longformer-315_319.parquet,longformer-325_329.parquet,pythia-160m-step128-200_399.parquet,pythia-160m-step128-200_399.parquet,-37.47489547729492,-45.58340835571289,6,7
principle_A_case_1,432,Kathleen had imagined that she had argued about every person.,Kathleen had imagined that herself had argued about every person.,principle_A_case_1_good_432,principle_A_case_1_bad_432,longformer-1075_1079.parquet,longformer-1115_1119.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-94.0602035522461,-102.00791931152344,11,11
tough_vs_raising_2,573,Melinda's guests aren't about to yearn to sit down.,Melinda's guests aren't unpleasant to yearn to sit down.,tough_vs_raising_2_good_573,tough_vs_raising_2_bad_573,longformer-890_894.parquet,longformer-1000_1004.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-95.42527770996094,-101.90176391601562,12,12
existential_there_object_raising,222,Some doctors declared there to be a play upsetting that library.,Some doctors oblige there to be a play upsetting that library.,existential_there_object_raising_good_222,existential_there_object_raising_bad_222,longformer-1105_1109.parquet,longformer-1080_1084.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-88.40718841552734,-99.04004669189453,12,12
ellipsis_n_bar_1,208,Clyde might insult many good plays about and the Clintons might insult few.,Clyde might insult many plays about and the Clintons might insult few good.,ellipsis_n_bar_1_good_208,ellipsis_n_bar_1_bad_208,longformer-1215_1219.parquet,longformer-1210_1214.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-132.91238403320312,-132.95068359375,14,14
inchoative,271,Some car is crashing.,Some car is looking like.,inchoative_good_271,inchoative_bad_271,longformer-45_49.parquet,longformer-95_99.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-34.29212188720703,-39.017578125,5,6
irregular_plural_subject_verb_agreement_2,323,The woman drinks.,The women drinks.,irregular_plural_subject_verb_agreement_2_good_323,irregular_plural_subject_verb_agreement_2_bad_323,longformer-20_24.parquet,longformer-15_19.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-25.558462142944336,-26.175588607788086,4,4
tough_vs_raising_1,566,Some oasis isn't boring to escape from.,Some oasis isn't about to escape from.,tough_vs_raising_1_good_566,tough_vs_raising_1_bad_566,longformer-545_549.parquet,longformer-515_519.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-68.45525360107422,-62.71363067626953,9,9
regular_plural_subject_verb_agreement_2,509,The bank hasn't resembled this sketch.,The banks hasn't resembled this sketch.,regular_plural_subject_verb_agreement_2_good_509,regular_plural_subject_verb_agreement_2_bad_509,longformer-485_489.parquet,longformer-520_524.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-400_599.parquet,-59.891117095947266,-62.17452621459961,8,8
existential_there_subject_raising,258,There turns out to be an essay boring Holly.,There wishes to be an essay boring Holly.,existential_there_subject_raising_good_258,existential_there_subject_raising_bad_258,longformer-690_694.parquet,longformer-595_599.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-70.14647674560547,-64.01962280273438,10,9
regular_plural_subject_verb_agreement_1,492,Actors examine the plays.,Actors examines the plays.,regular_plural_subject_verb_agreement_1_good_492,regular_plural_subject_verb_agreement_1_bad_492,longformer-110_114.parquet,longformer-130_134.parquet,pythia-160m-step128-0_199.parquet,pythia-160m-step128-0_199.parquet,-38.9599494934082,-41.432334899902344,5,5
existential_there_quantifiers_1,239,There were few nephews of Andrea threatening to speak up.,There were all nephews of Andrea threatening to speak up.,existential_there_quantifiers_1_good_239,existential_there_quantifiers_1_bad_239,longformer-1015_1019.parquet,longformer-1000_1004.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-91.43896484375,-90.03290557861328,11,11
expletive_it_object_raising,268,Phillip hadn't discovered it to be apparent that Travis walked through all libraries.,Phillip couldn't prod it to be apparent that Travis walked through all libraries.,expletive_it_object_raising_good_268,expletive_it_object_raising_bad_268,longformer-1265_1269.parquet,longformer-1235_1239.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-121.92156219482422,-122.4252700805664,15,15
ellipsis_n_bar_1,201,Kevin can return to a few employed sisters and Anne's ex-girlfriend can return to several.,Kevin can return to a few sisters and Anne's ex-girlfriend can return to several employed.,ellipsis_n_bar_1_good_201,ellipsis_n_bar_1_bad_201,longformer-1295_1299.parquet,longformer-1290_1294.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-141.4273223876953,-140.89503479003906,19,19
expletive_it_object_raising,269,Claire discovered it to be normal that every university won't find out who wastes away.,Claire couldn't persuade it to be normal that every university won't find out who wastes away.,expletive_it_object_raising_good_269,expletive_it_object_raising_bad_269,longformer-1275_1279.parquet,longformer-1300_1304.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-123.91798400878906,-135.36199951171875,17,19
adjunct_island,5,Who could Marie think about before referencing James?,Who could Marie think about James before referencing?,adjunct_island_good_5,adjunct_island_bad_5,longformer-945_949.parquet,longformer-930_934.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-70.9636459350586,-71.04163360595703,9,9
npi_present_1,363,Even most legislatures clearly urged that university to listen to a man.,Even most legislatures ever urged that university to listen to a man.,npi_present_1_good_363,npi_present_1_bad_363,longformer-1180_1184.parquet,longformer-1150_1154.parquet,pythia-160m-step128-1000_1199.parquet,pythia-160m-step128-1000_1199.parquet,-99.69400024414062,-99.15975189208984,13,13
passive_1,409,Theresa was forgotten by every son of Joseph.,Theresa was concurred by every son of Joseph.,passive_1_good_409,passive_1_bad_409,longformer-710_714.parquet,longformer-720_724.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-70.47716522216797,-80.9569091796875,9,9
causative,54,Eva wasn't evaporating some icicle.,Eva wasn't falling some icicle.,causative_good_54,causative_bad_54,longformer-410_414.parquet,longformer-260_264.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-200_399.parquet,-73.53788757324219,-64.84864807128906,7,7
left_branch_island_simple_question,346,Which offspring did Florence leave?,Which did Florence leave offspring?,left_branch_island_simple_question_good_346,left_branch_island_simple_question_bad_346,longformer-415_419.parquet,longformer-430_434.parquet,pythia-160m-step128-400_599.parquet,pythia-160m-step128-200_399.parquet,-46.80873107910156,-47.06959915161133,6,6
only_npi_scope,394,Only Judy's husband that most drivers should care for would ever appreciate Laura.,Judy's husband that only most drivers should care for would ever appreciate Laura.,only_npi_scope_good_394,only_npi_scope_bad_394,longformer-1245_1249.parquet,longformer-1240_1244.parquet,pythia-160m-step128-1200_1399.parquet,pythia-160m-step128-1200_1399.parquet,-118.45092010498047,-123.20026397705078,15,15
sentential_subject_island,537,Who will the convertible's confusing those women worry.,Who will the convertible's confusing worry those women.,sentential_subject_island_good_537,sentential_subject_island_bad_537,longformer-970_974.parquet,longformer-980_984.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-84.86953735351562,-84.05687713623047,10,10
wh_island,598,Who hasn't Kristin learned she can care for?,Who hasn't Kristin learned who can care for?,wh_island_good_598,wh_island_bad_598,longformer-680_684.parquet,longformer-700_704.parquet,pythia-160m-step128-600_799.parquet,pythia-160m-step128-600_799.parquet,-82.19580078125,-78.43276977539062,10,10
existential_there_quantifiers_2,242,Most carriages weren't there impressing Patricia.,There weren't most carriages impressing Patricia.,existential_there_quantifiers_2_good_242,existential_there_quantifiers_2_bad_242,longformer-845_849.parquet,longformer-835_839.parquet,pythia-160m-step128-800_999.parquet,pythia-160m-step128-800_999.parquet,-81.91748046875,-82.07328796386719,8,8
