split,pair_id,good_sentence,bad_sentence,good_doc_id,bad_doc_id,good_input_file,bad_input_file,good_output_file,bad_output_file,good_seq_logprob,bad_seq_logprob,good_num_tokens,bad_num_tokens
expletive_it_object_raising,264,Tammy's contractor is finding it to be weird that most committees should cooperate.,Tammy's contractor persuades it to be weird that most committees should cooperate.,expletive_it_object_raising_good_264,expletive_it_object_raising_bad_264,longformer-1250_1254.parquet,longformer-1240_1244.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-91.05789947509766,-97.55245208740234,15,14
left_branch_island_simple_question,348,Whose hypotheses has Rachel argued about?,Whose has Rachel argued about hypotheses?,left_branch_island_simple_question_good_348,left_branch_island_simple_question_bad_348,longformer-600_604.parquet,longformer-615_619.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-55.921478271484375,-57.167362213134766,7,7
irregular_past_participle_adjectives,296,The forgotten waitress isn't concealed.,The forgot waitress isn't concealed.,irregular_past_participle_adjectives_good_296,irregular_past_participle_adjectives_bad_296,longformer-530_534.parquet,longformer-440_444.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-45.40169143676758,-49.244361877441406,7,7
distractor_agreement_relative_clause,182,The doctor that has impressed these teachers laughs.,The doctor that has impressed these teachers laugh.,distractor_agreement_relative_clause_good_182,distractor_agreement_relative_clause_bad_182,longformer-900_904.parquet,longformer-885_889.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-56.09217834472656,-57.59710693359375,9,9
determiner_noun_agreement_irregular_2,125,Some men discover these fungi.,Some men discover this fungi.,determiner_noun_agreement_irregular_2_good_125,determiner_noun_agreement_irregular_2_bad_125,longformer-225_229.parquet,longformer-200_204.parquet,pythia-160m-200_399.parquet,pythia-160m-0_199.parquet,-35.426536560058594,-37.408485412597656,6,6
expletive_it_object_raising,266,Craig's ex-wives discover it to be unfortunate that Mitchell exercised.,Craig's ex-wives had implored it to be unfortunate that Mitchell exercised.,expletive_it_object_raising_good_266,expletive_it_object_raising_bad_266,longformer-1175_1179.parquet,longformer-1215_1219.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1200_1399.parquet,-81.23688507080078,-86.42328643798828,14,15
existential_there_subject_raising,257,There isn't bound to be a teenager exploring a lake.,There isn't ready to be a teenager exploring a lake.,existential_there_subject_raising_good_257,existential_there_subject_raising_bad_257,longformer-925_929.parquet,longformer-910_914.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-53.759090423583984,-54.08433532714844,12,12
wh_questions_subject_gap_long_distance,620,Candice can investigate that actor that a lot of turtles haven't bothered that concealed every student.,Candice can investigate who that actor that a lot of turtles haven't bothered concealed every student.,wh_questions_subject_gap_long_distance_good_620,wh_questions_subject_gap_long_distance_bad_620,longformer-1320_1324.parquet,longformer-1315_1319.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-118.95049285888672,-125.22779083251953,18,18
sentential_negation_npi_scope,528,Gina's grandmother that has irritated Cynthia could not ever stand up.,Gina's grandmother that has not irritated Cynthia could ever stand up.,sentential_negation_npi_scope_good_528,sentential_negation_npi_scope_bad_528,longformer-1160_1164.parquet,longformer-1160_1164.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-80.75596618652344,-84.32219696044922,13,13
superlative_quantifiers_2,553,That driver was researching at most four documentaries.,No driver was researching at most four documentaries.,superlative_quantifiers_2_good_553,superlative_quantifiers_2_bad_553,longformer-980_984.parquet,longformer-940_944.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-57.76141357421875,-60.027183532714844,9,9
principle_A_domain_1,451,Rose isn't thinking that Theodore did visit her.,Rose isn't thinking that Theodore did visit herself.,principle_A_domain_1_good_451,principle_A_domain_1_bad_451,longformer-800_804.parquet,longformer-910_914.parquet,pythia-160m-600_799.parquet,pythia-160m-800_999.parquet,-52.069000244140625,-58.4849853515625,10,10
wh_questions_subject_gap_long_distance,622,Travis should notice this hospital that all mouths annoy that hasn't upset every teacher.,Travis should notice who this hospital that all mouths annoy hasn't upset every teacher.,wh_questions_subject_gap_long_distance_good_622,wh_questions_subject_gap_long_distance_bad_622,longformer-1290_1294.parquet,longformer-1285_1289.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-124.94451141357422,-130.2603302001953,16,16
principle_A_c_command,423,The pedestrians that exit this museum weren't fleeing from themselves.,The pedestrians that exit this museum weren't fleeing from itself.,principle_A_c_command_good_423,principle_A_c_command_bad_423,longformer-1160_1164.parquet,longformer-1130_1134.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-63.743385314941406,-66.24368286132812,12,12
coordinate_structure_constraint_complex_left_branch,77,Which women might those boxes bother and the guys see?,Which might those boxes bother women and the guys see?,coordinate_structure_constraint_complex_left_branch_good_77,coordinate_structure_constraint_complex_left_branch_bad_77,longformer-955_959.parquet,longformer-960_964.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-71.06993865966797,-66.90518951416016,11,11
passive_1,407,Brenda wasn't criticized by Paul.,Brenda wasn't shrugged by Paul.,passive_1_good_407,passive_1_bad_407,longformer-345_349.parquet,longformer-260_264.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-48.31558609008789,-51.07680892944336,7,7
sentential_subject_island,531,Who will those libraries' aggravating Tara distract.,Who will those libraries' aggravating distract Tara.,sentential_subject_island_good_531,sentential_subject_island_bad_531,longformer-915_919.parquet,longformer-915_919.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-78.56697845458984,-78.46926879882812,9,9
irregular_past_participle_adjectives,299,The broken chairs aren't whole.,The broke chairs aren't whole.,irregular_past_participle_adjectives_good_299,irregular_past_participle_adjectives_bad_299,longformer-265_269.parquet,longformer-240_244.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-36.979530334472656,-43.264259338378906,7,7
principle_A_case_1,437,Martin thought that he hadn't sounded like Lawrence.,Martin thought that himself hadn't sounded like Lawrence.,principle_A_case_1_good_437,principle_A_case_1_bad_437,longformer-920_924.parquet,longformer-1005_1009.parquet,pythia-160m-800_999.parquet,pythia-160m-1000_1199.parquet,-41.815452575683594,-48.01350021362305,10,10
determiner_noun_agreement_irregular_2,128,Ann will lift those geese.,Ann will lift that geese.,determiner_noun_agreement_irregular_2_good_128,determiner_noun_agreement_irregular_2_bad_128,longformer-125_129.parquet,longformer-100_104.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-43.80508804321289,-45.230796813964844,6,6
wh_questions_subject_gap_long_distance,623,Rose has noticed cakes that some pedestrians were discovering that scared the banks.,Rose has noticed what cakes that some pedestrians were discovering scared the banks.,wh_questions_subject_gap_long_distance_good_623,wh_questions_subject_gap_long_distance_bad_623,longformer-1255_1259.parquet,longformer-1260_1264.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-91.87727355957031,-95.26477813720703,14,14
only_npi_scope,399,Only this son of Marla that Carmen has distracted had ever practiced.,This son of Marla that only Carmen has distracted had ever practiced.,only_npi_scope_good_399,only_npi_scope_bad_399,longformer-1150_1154.parquet,longformer-1155_1159.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-88.36312103271484,-97.74259185791016,13,13
determiner_noun_agreement_with_adj_2,131,This bread astounded these concealed customers.,This bread astounded this concealed customers.,determiner_noun_agreement_with_adj_2_good_131,determiner_noun_agreement_with_adj_2_bad_131,longformer-795_799.parquet,longformer-750_754.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-54.71910858154297,-58.520938873291016,7,7
expletive_it_object_raising,263,Karla's employee wanted it to be pleasant that Gregory looks to sell some sweater.,Karla's employee badgered it to be pleasant that Gregory looks to sell some sweater.,expletive_it_object_raising_good_263,expletive_it_object_raising_bad_263,longformer-1240_1244.parquet,longformer-1260_1264.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-105.17891693115234,-113.18297576904297,16,16
determiner_noun_agreement_irregular_2,121,Senators mess up those feet.,Senators mess up that feet.,determiner_noun_agreement_irregular_2_good_121,determiner_noun_agreement_irregular_2_bad_121,longformer-170_174.parquet,longformer-140_144.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-37.082515716552734,-40.17513656616211,6,6
anaphor_gender_agreement,16,Barbara is noticing herself.,Barbara is noticing himself.,anaphor_gender_agreement_good_16,anaphor_gender_agreement_bad_16,longformer-190_194.parquet,longformer-180_184.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-30.909008026123047,-31.669097900390625,5,5
drop_argument,190,Jill's French teacher had observed.,Jill's French teacher had looked like.,drop_argument_good_190,drop_argument_bad_190,longformer-400_404.parquet,longformer-490_494.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-45.66676712036133,-52.13395309448242,7,8
sentential_subject_island,533,Who are all children' messing up that hospital embarrassing.,Who are all children' messing up embarrassing that hospital.,sentential_subject_island_good_533,sentential_subject_island_bad_533,longformer-1070_1074.parquet,longformer-1055_1059.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-73.2509536743164,-73.61486053466797,11,11
determiner_noun_agreement_with_adj_2,134,Many actresses care for those delighted senators.,Many actresses care for that delighted senators.,determiner_noun_agreement_with_adj_2_good_134,determiner_noun_agreement_with_adj_2_bad_134,longformer-835_839.parquet,longformer-820_824.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-51.61637496948242,-54.280582427978516,8,8
existential_there_subject_raising,255,There had turned out to be some granddaughters of this teacher conspiring.,There had wished to be some granddaughters of this teacher conspiring.,existential_there_subject_raising_good_255,existential_there_subject_raising_bad_255,longformer-1190_1194.parquet,longformer-1165_1169.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-71.83623504638672,-77.29410552978516,13,12
principle_A_domain_3,471,Valerie says Marcus couldn't escape from himself.,Marcus says Valerie couldn't escape from himself.,principle_A_domain_3_good_471,principle_A_domain_3_bad_471,longformer-840_844.parquet,longformer-835_839.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-51.825836181640625,-49.94057846069336,9,9
sentential_subject_island,539,Who did most legislatures' talking about Stephen upset.,Who did most legislatures' talking about upset Stephen.,sentential_subject_island_good_539,sentential_subject_island_bad_539,longformer-980_984.parquet,longformer-985_989.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-77.81108093261719,-77.89791870117188,10,10
only_npi_licensor_present,387,Only Julie ever respects Elaine.,Even Julie ever respects Elaine.,only_npi_licensor_present_good_387,only_npi_licensor_present_bad_387,longformer-285_289.parquet,longformer-285_289.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-43.87406921386719,-43.02996063232422,6,6
wh_questions_object_gap,600,The senators question the boys that Travis hid.,The senators question who Travis hid the boys.,wh_questions_object_gap_good_600,wh_questions_object_gap_bad_600,longformer-765_769.parquet,longformer-735_739.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-65.33478546142578,-65.57945251464844,9,9
wh_questions_subject_gap_long_distance,628,Those doctors think about all associations that a lot of schools aren't worrying that admire this stimulus.,Those doctors think about what all associations that a lot of schools aren't worrying admire this stimulus.,wh_questions_subject_gap_long_distance_good_628,wh_questions_subject_gap_long_distance_bad_628,longformer-1330_1334.parquet,longformer-1325_1329.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-112.64945220947266,-116.90901947021484,19,19
principle_A_domain_3,476,Sara says Chad's brother notices himself.,Chad's brother says Sara notices himself.,principle_A_domain_3_good_476,principle_A_domain_3_bad_476,longformer-625_629.parquet,longformer-595_599.parquet,pythia-160m-600_799.parquet,pythia-160m-400_599.parquet,-55.116416931152344,-57.10293197631836,8,8
existential_there_object_raising,229,A sister of the teacher isn't anticipating there to be some carts maneuvering.,A sister of the teacher isn't compelling there to be some carts maneuvering.,existential_there_object_raising_good_229,existential_there_object_raising_bad_229,longformer-1230_1234.parquet,longformer-1220_1224.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-92.17704772949219,-93.17240142822266,15,15
intransitive,285,All guests are hiding away.,All guests are disagreeing with.,intransitive_good_285,intransitive_bad_285,longformer-155_159.parquet,longformer-295_299.parquet,pythia-160m-0_199.parquet,pythia-160m-200_399.parquet,-33.496219635009766,-34.4101676940918,6,6
only_npi_licensor_present,386,Only these students ever found out who isn't prompting a waiter to yawn.,Even these students ever found out who isn't prompting a waiter to yawn.,only_npi_licensor_present_good_386,only_npi_licensor_present_bad_386,longformer-1180_1184.parquet,longformer-1185_1189.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-82.19694519042969,-85.36978912353516,15,15
animate_subject_passive,33,Some newspaper articles weren't examined by the actor.,Some newspaper articles weren't examined by the nuclei.,animate_subject_passive_good_33,animate_subject_passive_bad_33,longformer-950_954.parquet,longformer-965_969.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-45.77532958984375,-52.52830123901367,10,10
adjunct_island,6,Who did Emily leave without curing Alan?,Who did Emily leave Alan without curing?,adjunct_island_good_6,adjunct_island_bad_6,longformer-575_579.parquet,longformer-590_594.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-53.91158676147461,-52.63097381591797,8,8
existential_there_object_raising,221,Judy's associate didn't anticipate there to be a car aggravating Patricia.,Judy's associate didn't urge there to be a car aggravating Patricia.,existential_there_object_raising_good_221,existential_there_object_raising_bad_221,longformer-1190_1194.parquet,longformer-1140_1144.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1000_1199.parquet,-83.35330963134766,-88.56102752685547,14,14
transitive,580,The Lutherans' boyfriend shouldn't stun Joseph's nephews.,The Lutherans' boyfriend shouldn't concur Joseph's nephews.,transitive_good_580,transitive_bad_580,longformer-1010_1014.parquet,longformer-1050_1054.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-78.55046844482422,-81.44916534423828,11,11
wh_vs_that_with_gap_long_distance,666,The government had known who most associations that joke around talk to.,The government had known that most associations that joke around talk to.,wh_vs_that_with_gap_long_distance_good_666,wh_vs_that_with_gap_long_distance_bad_666,longformer-1175_1179.parquet,longformer-1185_1189.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-81.29666900634766,-74.06511688232422,13,13
tough_vs_raising_1,562,Every guest's podiatrist isn't difficult to fire.,Every guest's podiatrist isn't soon to fire.,tough_vs_raising_1_good_562,tough_vs_raising_1_bad_562,longformer-845_849.parquet,longformer-705_709.parquet,pythia-160m-800_999.parquet,pythia-160m-600_799.parquet,-56.04010772705078,-60.387271881103516,10,10
complex_NP_island,64,Who hasn't Joseph's student that saw a teacher cared for?,Who hasn't a teacher cared for Joseph's student that saw?,complex_NP_island_good_64,complex_NP_island_bad_64,longformer-1010_1014.parquet,longformer-1020_1024.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-76.99805450439453,-77.24378967285156,13,13
determiner_noun_agreement_with_adj_2,138,Deborah couldn't remember this concealed high school.,Deborah couldn't remember these concealed high school.,determiner_noun_agreement_with_adj_2_good_138,determiner_noun_agreement_with_adj_2_bad_138,longformer-945_949.parquet,longformer-950_954.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-56.15001678466797,-60.71179962158203,9,9
principle_A_reconstruction,484,It's herself who Amanda might criticize.,It's herself who might criticize Amanda.,principle_A_reconstruction_good_484,principle_A_reconstruction_bad_484,longformer-575_579.parquet,longformer-570_574.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-52.19562530517578,-49.1230583190918,8,8
animate_subject_passive,37,Many ladders weren't climbed down by some child.,Many ladders weren't climbed down by some tooth.,animate_subject_passive_good_37,animate_subject_passive_bad_37,longformer-795_799.parquet,longformer-820_824.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-58.571128845214844,-64.180908203125,10,10
principle_A_domain_2,467,April imagines Clyde cures himself.,April imagines Clyde cures herself.,principle_A_domain_2_good_467,principle_A_domain_2_bad_467,longformer-425_429.parquet,longformer-415_419.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-52.76770782470703,-55.852752685546875,6,6
passive_1,403,Larry's oncologists aren't helped by Spain.,Larry's oncologists aren't struggled by Spain.,passive_1_good_403,passive_1_bad_403,longformer-675_679.parquet,longformer-745_749.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-52.80394744873047,-62.51161575317383,9,9
transitive,582,Amy's cousins distracts a lot of women.,Amy's cousins reply a lot of women.,transitive_good_582,transitive_bad_582,longformer-540_544.parquet,longformer-410_414.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-56.257850646972656,-56.85321807861328,9,9
principle_A_case_2,445,Most dancers forget about themselves embarrassing the people.,Most dancers forget about themselves embarrass the people.,principle_A_case_2_good_445,principle_A_case_2_bad_445,longformer-1075_1079.parquet,longformer-1030_1034.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-55.494598388671875,-58.93727493286133,9,9
wh_vs_that_with_gap,651,Holly conceals what the patients are driving to.,Holly conceals that the patients are driving to.,wh_vs_that_with_gap_good_651,wh_vs_that_with_gap_bad_651,longformer-815_819.parquet,longformer-810_814.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-56.04753494262695,-61.549903869628906,9,9
drop_argument,198,Every teenager isn't descending.,Every teenager isn't dropping by.,drop_argument_good_198,drop_argument_bad_198,longformer-315_319.parquet,longformer-325_329.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-34.45766830444336,-33.85489273071289,6,7
principle_A_case_1,432,Kathleen had imagined that she had argued about every person.,Kathleen had imagined that herself had argued about every person.,principle_A_case_1_good_432,principle_A_case_1_bad_432,longformer-1075_1079.parquet,longformer-1115_1119.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-61.803951263427734,-67.1651611328125,11,11
tough_vs_raising_2,573,Melinda's guests aren't about to yearn to sit down.,Melinda's guests aren't unpleasant to yearn to sit down.,tough_vs_raising_2_good_573,tough_vs_raising_2_bad_573,longformer-890_894.parquet,longformer-1000_1004.parquet,pythia-160m-800_999.parquet,pythia-160m-1000_1199.parquet,-58.43927764892578,-67.67842102050781,12,12
existential_there_object_raising,222,Some doctors declared there to be a play upsetting that library.,Some doctors oblige there to be a play upsetting that library.,existential_there_object_raising_good_222,existential_there_object_raising_bad_222,longformer-1105_1109.parquet,longformer-1080_1084.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-70.95439910888672,-81.94502258300781,12,12
ellipsis_n_bar_1,208,Clyde might insult many good plays about and the Clintons might insult few.,Clyde might insult many plays about and the Clintons might insult few good.,ellipsis_n_bar_1_good_208,ellipsis_n_bar_1_bad_208,longformer-1215_1219.parquet,longformer-1210_1214.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-97.65498352050781,-105.45210266113281,14,14
inchoative,271,Some car is crashing.,Some car is looking like.,inchoative_good_271,inchoative_bad_271,longformer-45_49.parquet,longformer-95_99.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-23.09127426147461,-27.632278442382812,5,6
irregular_plural_subject_verb_agreement_2,323,The woman drinks.,The women drinks.,irregular_plural_subject_verb_agreement_2_good_323,irregular_plural_subject_verb_agreement_2_bad_323,longformer-20_24.parquet,longformer-15_19.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-20.973590850830078,-23.15359115600586,4,4
tough_vs_raising_1,566,Some oasis isn't boring to escape from.,Some oasis isn't about to escape from.,tough_vs_raising_1_good_566,tough_vs_raising_1_bad_566,longformer-545_549.parquet,longformer-515_519.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-49.249046325683594,-43.80175018310547,9,9
regular_plural_subject_verb_agreement_2,509,The bank hasn't resembled this sketch.,The banks hasn't resembled this sketch.,regular_plural_subject_verb_agreement_2_good_509,regular_plural_subject_verb_agreement_2_bad_509,longformer-485_489.parquet,longformer-520_524.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-45.895259857177734,-51.711334228515625,8,8
existential_there_subject_raising,258,There turns out to be an essay boring Holly.,There wishes to be an essay boring Holly.,existential_there_subject_raising_good_258,existential_there_subject_raising_bad_258,longformer-690_694.parquet,longformer-595_599.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-51.351444244384766,-55.40581512451172,10,9
regular_plural_subject_verb_agreement_1,492,Actors examine the plays.,Actors examines the plays.,regular_plural_subject_verb_agreement_1_good_492,regular_plural_subject_verb_agreement_1_bad_492,longformer-110_114.parquet,longformer-130_134.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-39.060325622558594,-38.542179107666016,5,5
existential_there_quantifiers_1,239,There were few nephews of Andrea threatening to speak up.,There were all nephews of Andrea threatening to speak up.,existential_there_quantifiers_1_good_239,existential_there_quantifiers_1_bad_239,longformer-1015_1019.parquet,longformer-1000_1004.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-57.023258209228516,-58.96150207519531,11,11
expletive_it_object_raising,268,Phillip hadn't discovered it to be apparent that Travis walked through all libraries.,Phillip couldn't prod it to be apparent that Travis walked through all libraries.,expletive_it_object_raising_good_268,expletive_it_object_raising_bad_268,longformer-1265_1269.parquet,longformer-1235_1239.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-85.996826171875,-97.24649810791016,15,15
ellipsis_n_bar_1,201,Kevin can return to a few employed sisters and Anne's ex-girlfriend can return to several.,Kevin can return to a few sisters and Anne's ex-girlfriend can return to several employed.,ellipsis_n_bar_1_good_201,ellipsis_n_bar_1_bad_201,longformer-1295_1299.parquet,longformer-1290_1294.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-95.72180938720703,-95.70870971679688,19,19
expletive_it_object_raising,269,Claire discovered it to be normal that every university won't find out who wastes away.,Claire couldn't persuade it to be normal that every university won't find out who wastes away.,expletive_it_object_raising_good_269,expletive_it_object_raising_bad_269,longformer-1275_1279.parquet,longformer-1300_1304.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-93.59449768066406,-106.37190246582031,17,19
adjunct_island,5,Who could Marie think about before referencing James?,Who could Marie think about James before referencing?,adjunct_island_good_5,adjunct_island_bad_5,longformer-945_949.parquet,longformer-930_934.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-57.83948516845703,-60.969581604003906,9,9
npi_present_1,363,Even most legislatures clearly urged that university to listen to a man.,Even most legislatures ever urged that university to listen to a man.,npi_present_1_good_363,npi_present_1_bad_363,longformer-1180_1184.parquet,longformer-1150_1154.parquet,pythia-160m-1000_1199.parquet,pythia-160m-1000_1199.parquet,-80.53266906738281,-75.78204345703125,13,13
passive_1,409,Theresa was forgotten by every son of Joseph.,Theresa was concurred by every son of Joseph.,passive_1_good_409,passive_1_bad_409,longformer-710_714.parquet,longformer-720_724.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-50.504112243652344,-55.54241180419922,9,9
causative,54,Eva wasn't evaporating some icicle.,Eva wasn't falling some icicle.,causative_good_54,causative_bad_54,longformer-410_414.parquet,longformer-260_264.parquet,pythia-160m-200_399.parquet,pythia-160m-200_399.parquet,-58.93492126464844,-51.66814422607422,7,7
left_branch_island_simple_question,346,Which offspring did Florence leave?,Which did Florence leave offspring?,left_branch_island_simple_question_good_346,left_branch_island_simple_question_bad_346,longformer-415_419.parquet,longformer-430_434.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-41.67298889160156,-40.302085876464844,6,6
only_npi_scope,394,Only Judy's husband that most drivers should care for would ever appreciate Laura.,Judy's husband that only most drivers should care for would ever appreciate Laura.,only_npi_scope_good_394,only_npi_scope_bad_394,longformer-1245_1249.parquet,longformer-1240_1244.parquet,pythia-160m-1200_1399.parquet,pythia-160m-1200_1399.parquet,-88.2594985961914,-88.76324462890625,15,15
sentential_subject_island,537,Who will the convertible's confusing those women worry.,Who will the convertible's confusing worry those women.,sentential_subject_island_good_537,sentential_subject_island_bad_537,longformer-970_974.parquet,longformer-980_984.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-78.20659637451172,-78.07093048095703,10,10
wh_island,598,Who hasn't Kristin learned she can care for?,Who hasn't Kristin learned who can care for?,wh_island_good_598,wh_island_bad_598,longformer-680_684.parquet,longformer-700_704.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-50.574798583984375,-55.859127044677734,10,10
existential_there_quantifiers_2,242,Most carriages weren't there impressing Patricia.,There weren't most carriages impressing Patricia.,existential_there_quantifiers_2_good_242,existential_there_quantifiers_2_bad_242,longformer-845_849.parquet,longformer-835_839.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-59.356971740722656,-58.427947998046875,8,8
animate_subject_passive,31,That mirror wasn't broken by some girls.,That mirror wasn't broken by some newspaper article.,animate_subject_passive_good_31,animate_subject_passive_bad_31,longformer-560_564.parquet,longformer-905_909.parquet,pythia-160m-400_599.parquet,pythia-160m-800_999.parquet,-49.07819366455078,-48.94017028808594,9,10
superlative_quantifiers_1,544,No book does confuse more than four doctors.,No book does confuse at least four doctors.,superlative_quantifiers_1_good_544,superlative_quantifiers_1_bad_544,longformer-690_694.parquet,longformer-675_679.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-50.367740631103516,-53.57953643798828,9,9
regular_plural_subject_verb_agreement_2,504,The scarves shrink.,The scarf shrink.,regular_plural_subject_verb_agreement_2_good_504,regular_plural_subject_verb_agreement_2_bad_504,longformer-30_34.parquet,longformer-20_24.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-29.107128143310547,-28.166404724121094,4,4
principle_A_domain_1,456,Alicia has thought that Edward hides her.,Alicia has thought that Edward hides herself.,principle_A_domain_1_good_456,principle_A_domain_1_bad_456,longformer-610_614.parquet,longformer-710_714.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-60.852813720703125,-64.56172180175781,8,8
principle_A_case_1,431,Tamara thinks that she praised every story.,Tamara thinks that herself praised every story.,principle_A_case_1_good_431,principle_A_case_1_bad_431,longformer-670_674.parquet,longformer-790_794.parquet,pythia-160m-600_799.parquet,pythia-160m-600_799.parquet,-55.295989990234375,-59.75768280029297,8,8
wh_island,590,What have a lot of cashiers concealed they found?,What have a lot of cashiers concealed who found?,wh_island_good_590,wh_island_bad_590,longformer-830_834.parquet,longformer-805_809.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-60.63715362548828,-66.60400390625,10,10
regular_plural_subject_verb_agreement_2,507,The cashier has bought the ice cream.,The cashiers has bought the ice cream.,regular_plural_subject_verb_agreement_2_good_507,regular_plural_subject_verb_agreement_2_bad_507,longformer-470_474.parquet,longformer-505_509.parquet,pythia-160m-400_599.parquet,pythia-160m-400_599.parquet,-38.636566162109375,-47.37245559692383,8,8
passive_2,414,The boy isn't disturbed.,The boy isn't grinned.,passive_2_good_414,passive_2_bad_414,longformer-80_84.parquet,longformer-55_59.parquet,pythia-160m-0_199.parquet,pythia-160m-0_199.parquet,-27.165130615234375,-31.584299087524414,6,6
wh_vs_that_no_gap,635,This dancer knows that the teenagers question Cindy.,This dancer knows who the teenagers question Cindy.,wh_vs_that_no_gap_good_635,wh_vs_that_no_gap_bad_635,longformer-900_904.parquet,longformer-895_899.parquet,pythia-160m-800_999.parquet,pythia-160m-800_999.parquet,-62.3548698425293,-67.31645202636719,9,9
